Canton;Year;Week;Ending;Age;NoDeaths_EP;Expected;LowerB;UpperB;Diff
SO  ;        2020;          33;16.08.2020;0-64    ;           5;           6;           0;          12;           .
SO  ;        2020;          34;23.08.2020;0-64    ;           6;           6;           0;          12;           .
SO  ;        2020;          35;30.08.2020;0-64    ;           6;           6;           0;          12;           .
SO  ;        2020;          36;06.09.2020;0-64    ;           7;           6;           0;          12;           .
SO  ;        2020;          37;13.09.2020;0-64    ;           9;           5;           0;          11;           .
SO  ;        2020;          38;20.09.2020;0-64    ;           8;           5;           0;          11;           .
SO  ;        2020;          39;27.09.2020;0-64    ;           4;           5;           0;          11;           .
SO  ;        2020;          40;04.10.2020;0-64    ;           9;           5;           0;          11;           .
SO  ;        2020;          41;11.10.2020;0-64    ;           6;           5;           0;          11;           .
SO  ;        2020;          42;18.10.2020;0-64    ;           5;           5;           0;          11;           .
SO  ;        2020;          43;25.10.2020;0-64    ;           8;           5;           0;          11;           .
SO  ;        2020;          44;01.11.2020;0-64    ;           5;           5;           0;          11;           .
SO  ;        2020;          45;08.11.2020;0-64    ;           3;           5;           0;          12;           .
SO  ;        2020;          46;15.11.2020;0-64    ;           3;           6;           0;          12;           .
SO  ;        2020;          47;22.11.2020;0-64    ;           5;           6;           0;          12;           .
SO  ;        2020;          48;29.11.2020;0-64    ;           4;           6;           0;          12;           .
SO  ;        2020;          49;06.12.2020;0-64    ;           7;           6;           0;          12;           .
SO  ;        2020;          50;13.12.2020;0-64    ;           5;           6;           0;          12;           .
SO  ;        2020;          51;20.12.2020;0-64    ;           7;           6;           0;          12;           .
SO  ;        2020;          52;27.12.2020;0-64    ;           8;           6;           0;          12;           .
SO  ;        2020;          53;03.01.2021;0-64    ;           3;           6;           0;          12;           .
SO  ;        2021;           1;10.01.2021;0-64    ;           9;           7;           0;          14;           .
SO  ;        2021;           2;17.01.2021;0-64    ;           5;           7;           0;          14;           .
SO  ;        2021;           3;24.01.2021;0-64    ;           9;           7;           0;          14;           .
SO  ;        2021;           4;31.01.2021;0-64    ;           6;           7;           0;          14;           .
SO  ;        2021;           5;07.02.2021;0-64    ;           5;           7;           0;          14;           .
SO  ;        2021;           6;14.02.2021;0-64    ;           8;           7;           0;          13;           .
SO  ;        2021;           7;21.02.2021;0-64    ;           5;           7;           0;          13;           .
SO  ;        2021;           8;28.02.2021;0-64    ;           4;           6;           0;          13;           .
SO  ;        2021;           9;07.03.2021;0-64    ;          10;           6;           0;          13;           .
SO  ;        2021;          10;14.03.2021;0-64    ;           5;           6;           0;          13;           .
SO  ;        2021;          11;21.03.2021;0-64    ;           3;           6;           0;          13;           .
SO  ;        2021;          12;28.03.2021;0-64    ;           5;           6;           0;          12;           .
SO  ;        2021;          13;04.04.2021;0-64    ;           8;           6;           0;          12;           .
