Region_NUTS2;Year;Week;Ending;Age;NoDeaths_EP;Expected;LowerB;UpperB;Diff
CH03;        2022;          23;12.06.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          24;19.06.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          25;26.06.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          26;03.07.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          27;10.07.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          28;17.07.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          29;24.07.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          30;31.07.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          31;07.08.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          32;14.08.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          33;21.08.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          34;28.08.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          35;04.09.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          36;11.09.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          37;18.09.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          38;25.09.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          39;02.10.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          40;09.10.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          41;16.10.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          42;23.10.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          43;30.10.2022;0-64    ;           .;          23;          12;          36;           .
CH03;        2022;          44;06.11.2022;0-64    ;           .;          23;          12;          37;           .
CH03;        2022;          45;13.11.2022;0-64    ;           .;          23;          12;          37;           .
CH03;        2022;          46;20.11.2022;0-64    ;           .;          23;          12;          37;           .
CH03;        2022;          47;27.11.2022;0-64    ;           .;          23;          12;          37;           .
CH03;        2022;          48;04.12.2022;0-64    ;           .;          23;          12;          37;           .
CH03;        2022;          49;11.12.2022;0-64    ;           .;          23;          12;          37;           .
CH03;        2022;          50;18.12.2022;0-64    ;           .;          23;          12;          37;           .
CH03;        2022;          51;25.12.2022;0-64    ;           .;          23;          12;          37;           .
CH03;        2022;          52;01.01.2023;0-64    ;           .;          23;          12;          37;           .
CH04;        2020;           1;05.01.2020;0-64    ;          20;          28;          14;          41;           .
CH04;        2020;           2;12.01.2020;0-64    ;          31;          28;          14;          41;           .
CH04;        2020;           3;19.01.2020;0-64    ;          32;          28;          14;          41;           .
CH04;        2020;           4;26.01.2020;0-64    ;          33;          28;          14;          41;           .
CH04;        2020;           5;02.02.2020;0-64    ;          31;          28;          14;          41;           .
CH04;        2020;           6;09.02.2020;0-64    ;          30;          27;          14;          41;           .
CH04;        2020;           7;16.02.2020;0-64    ;          17;          27;          14;          41;           .
CH04;        2020;           8;23.02.2020;0-64    ;          29;          27;          14;          41;           .
CH04;        2020;           9;01.03.2020;0-64    ;          20;          27;          14;          41;           .
CH04;        2020;          10;08.03.2020;0-64    ;          30;          27;          14;          41;           .
CH04;        2020;          11;15.03.2020;0-64    ;          24;          27;          14;          40;           .
CH04;        2020;          12;22.03.2020;0-64    ;          28;          27;          14;          40;           .
CH04;        2020;          13;29.03.2020;0-64    ;          30;          27;          14;          40;           .
CH04;        2020;          14;05.04.2020;0-64    ;          35;          27;          13;          40;           .
CH04;        2020;          15;12.04.2020;0-64    ;          36;          27;          13;          40;           .
CH04;        2020;          16;19.04.2020;0-64    ;          33;          27;          13;          40;           .
CH04;        2020;          17;26.04.2020;0-64    ;          32;          27;          13;          40;           .
CH04;        2020;          18;03.05.2020;0-64    ;          19;          27;          13;          40;           .
CH04;        2020;          19;10.05.2020;0-64    ;          22;          26;          13;          40;           .
CH04;        2020;          20;17.05.2020;0-64    ;          23;          26;          13;          40;           .
CH04;        2020;          21;24.05.2020;0-64    ;          34;          26;          13;          40;           .
CH04;        2020;          22;31.05.2020;0-64    ;          31;          26;          13;          39;           .
CH04;        2020;          23;07.06.2020;0-64    ;          24;          26;          13;          39;           .
CH04;        2020;          24;14.06.2020;0-64    ;          29;          26;          13;          39;           .
CH04;        2020;          25;21.06.2020;0-64    ;          24;          26;          13;          39;           .
CH04;        2020;          26;28.06.2020;0-64    ;          30;          26;          13;          39;           .
CH04;        2020;          27;05.07.2020;0-64    ;          20;          26;          13;          39;           .
CH04;        2020;          28;12.07.2020;0-64    ;          24;          26;          13;          39;           .
CH04;        2020;          29;19.07.2020;0-64    ;          24;          26;          13;          39;           .
CH04;        2020;          30;26.07.2020;0-64    ;          33;          26;          13;          39;           .
CH04;        2020;          31;02.08.2020;0-64    ;          37;          26;          13;          39;           .
CH04;        2020;          32;09.08.2020;0-64    ;          25;          26;          13;          39;           .
CH04;        2020;          33;16.08.2020;0-64    ;          27;          26;          13;          39;           .
CH04;        2020;          34;23.08.2020;0-64    ;          23;          26;          13;          39;           .
CH04;        2020;          35;30.08.2020;0-64    ;          27;          26;          13;          39;           .
CH04;        2020;          36;06.09.2020;0-64    ;          22;          26;          13;          39;           .
CH04;        2020;          37;13.09.2020;0-64    ;          20;          26;          13;          39;           .
CH04;        2020;          38;20.09.2020;0-64    ;          31;          26;          13;          39;           .
CH04;        2020;          39;27.09.2020;0-64    ;          30;          26;          13;          39;           .
CH04;        2020;          40;04.10.2020;0-64    ;          24;          26;          13;          39;           .
CH04;        2020;          41;11.10.2020;0-64    ;          33;          26;          13;          39;           .
CH04;        2020;          42;18.10.2020;0-64    ;          20;          26;          13;          40;           .
CH04;        2020;          43;25.10.2020;0-64    ;          27;          26;          13;          40;           .
CH04;        2020;          44;01.11.2020;0-64    ;          36;          26;          13;          40;           .
CH04;        2020;          45;08.11.2020;0-64    ;          28;          26;          13;          40;           .
CH04;        2020;          46;15.11.2020;0-64    ;          35;          26;          13;          40;           .
CH04;        2020;          47;22.11.2020;0-64    ;          21;          26;          13;          40;           .
CH04;        2020;          48;29.11.2020;0-64    ;          16;          27;          13;          40;           .
CH04;        2020;          49;06.12.2020;0-64    ;          33;          27;          13;          40;           .
CH04;        2020;          50;13.12.2020;0-64    ;          39;          27;          13;          40;           .
CH04;        2020;          51;20.12.2020;0-64    ;          32;          27;          13;          40;           .
CH04;        2020;          52;27.12.2020;0-64    ;          28;          27;          13;          40;           .
CH04;        2020;          53;03.01.2021;0-64    ;          32;          27;          13;          40;           .
CH04;        2021;           1;10.01.2021;0-64    ;          38;          28;          14;          41;           .
CH04;        2021;           2;17.01.2021;0-64    ;          30;          28;          14;          41;           .
CH04;        2021;           3;24.01.2021;0-64    ;          31;          28;          14;          41;           .
CH04;        2021;           4;31.01.2021;0-64    ;          32;          28;          14;          41;           .
CH04;        2021;           5;07.02.2021;0-64    ;          28;          28;          14;          41;           .
CH04;        2021;           6;14.02.2021;0-64    ;          24;          27;          14;          41;           .
CH04;        2021;           7;21.02.2021;0-64    ;          32;          27;          14;          41;           .
CH04;        2021;           8;28.02.2021;0-64    ;          20;          27;          14;          41;           .
CH04;        2021;           9;07.03.2021;0-64    ;          31;          27;          14;          41;           .
CH04;        2021;          10;14.03.2021;0-64    ;          18;          27;          14;          41;           .
CH04;        2021;          11;21.03.2021;0-64    ;          25;          27;          14;          40;           .
CH04;        2021;          12;28.03.2021;0-64    ;          31;          27;          14;          40;           .
CH04;        2021;          13;04.04.2021;0-64    ;          18;          27;          14;          40;           .
CH04;        2021;          14;11.04.2021;0-64    ;          31;          27;          13;          40;           .
CH04;        2021;          15;18.04.2021;0-64    ;          25;          27;          13;          40;           .
CH04;        2021;          16;25.04.2021;0-64    ;          35;          27;          13;          40;           .
CH04;        2021;          17;02.05.2021;0-64    ;          28;          27;          13;          40;           .
CH04;        2021;          18;09.05.2021;0-64    ;          34;          27;          13;          40;           .
CH04;        2021;          19;16.05.2021;0-64    ;          36;          26;          13;          40;           .
CH04;        2021;          20;23.05.2021;0-64    ;          25;          26;          13;          40;           .
CH04;        2021;          21;30.05.2021;0-64    ;          33;          26;          13;          40;           .
CH04;        2021;          22;06.06.2021;0-64    ;          22;          26;          13;          39;           .
CH04;        2021;          23;13.06.2021;0-64    ;          26;          26;          13;          39;           .
CH04;        2021;          24;20.06.2021;0-64    ;          35;          26;          13;          39;           .
CH04;        2021;          25;27.06.2021;0-64    ;          38;          26;          13;          39;           .
CH04;        2021;          26;04.07.2021;0-64    ;          31;          26;          13;          39;           .
CH04;        2021;          27;11.07.2021;0-64    ;          24;          26;          13;          39;           .
CH04;        2021;          28;18.07.2021;0-64    ;          35;          26;          13;          39;           .
CH04;        2021;          29;25.07.2021;0-64    ;          18;          26;          13;          39;           .
CH04;        2021;          30;01.08.2021;0-64    ;          25;          26;          13;          39;           .
CH04;        2021;          31;08.08.2021;0-64    ;          25;          26;          13;          39;           .
CH04;        2021;          32;15.08.2021;0-64    ;          31;          26;          13;          39;           .
CH04;        2021;          33;22.08.2021;0-64    ;          29;          26;          13;          39;           .
CH04;        2021;          34;29.08.2021;0-64    ;          20;          26;          13;          39;           .
CH04;        2021;          35;05.09.2021;0-64    ;          39;          26;          13;          39;           .
CH04;        2021;          36;12.09.2021;0-64    ;          32;          26;          13;          39;           .
CH04;        2021;          37;19.09.2021;0-64    ;          22;          26;          13;          39;           .
CH04;        2021;          38;26.09.2021;0-64    ;          30;          26;          13;          39;           .
CH04;        2021;          39;03.10.2021;0-64    ;          33;          26;          13;          39;           .
CH04;        2021;          40;10.10.2021;0-64    ;          27;          26;          13;          39;           .
CH04;        2021;          41;17.10.2021;0-64    ;          34;          26;          13;          39;           .
CH04;        2021;          42;24.10.2021;0-64    ;          22;          26;          13;          40;           .
CH04;        2021;          43;31.10.2021;0-64    ;          28;          26;          13;          40;           .
CH04;        2021;          44;07.11.2021;0-64    ;          29;          26;          13;          40;           .
CH04;        2021;          45;14.11.2021;0-64    ;          22;          26;          13;          40;           .
CH04;        2021;          46;21.11.2021;0-64    ;          26;          26;          13;          40;           .
CH04;        2021;          47;28.11.2021;0-64    ;          36;          26;          13;          40;           .
CH04;        2021;          48;05.12.2021;0-64    ;          22;          27;          13;          40;           .
CH04;        2021;          49;12.12.2021;0-64    ;          33;          27;          13;          40;           .
CH04;        2021;          50;19.12.2021;0-64    ;          33;          27;          13;          40;           .
CH04;        2021;          51;26.12.2021;0-64    ;          21;          27;          13;          40;           .
CH04;        2021;          52;02.01.2022;0-64    ;        29.1;          27;          13;          40;           .
CH04;        2022;           1;09.01.2022;0-64    ;        26.2;          30;          17;          45;           .
CH04;        2022;           2;16.01.2022;0-64    ;        32.6;          30;          17;          45;           .
CH04;        2022;           3;23.01.2022;0-64    ;        32.5;          30;          17;          45;           .
CH04;        2022;           4;30.01.2022;0-64    ;        27.2;          30;          17;          45;           .
CH04;        2022;           5;06.02.2022;0-64    ;           .;          30;          17;          45;           .
CH04;        2022;           6;13.02.2022;0-64    ;           .;          30;          17;          45;           .
CH04;        2022;           7;20.02.2022;0-64    ;           .;          30;          17;          45;           .
CH04;        2022;           8;27.02.2022;0-64    ;           .;          30;          17;          44;           .
CH04;        2022;           9;06.03.2022;0-64    ;           .;          29;          16;          44;           .
CH04;        2022;          10;13.03.2022;0-64    ;           .;          29;          16;          44;           .
CH04;        2022;          11;20.03.2022;0-64    ;           .;          29;          16;          44;           .
CH04;        2022;          12;27.03.2022;0-64    ;           .;          29;          16;          44;           .
CH04;        2022;          13;03.04.2022;0-64    ;           .;          29;          16;          44;           .
CH04;        2022;          14;10.04.2022;0-64    ;           .;          29;          16;          44;           .
CH04;        2022;          15;17.04.2022;0-64    ;           .;          29;          16;          43;           .
CH04;        2022;          16;24.04.2022;0-64    ;           .;          29;          16;          43;           .
CH04;        2022;          17;01.05.2022;0-64    ;           .;          29;          16;          43;           .
CH04;        2022;          18;08.05.2022;0-64    ;           .;          28;          16;          43;           .
CH04;        2022;          19;15.05.2022;0-64    ;           .;          28;          16;          43;           .
CH04;        2022;          20;22.05.2022;0-64    ;           .;          28;          16;          43;           .
CH04;        2022;          21;29.05.2022;0-64    ;           .;          28;          15;          43;           .
CH04;        2022;          22;05.06.2022;0-64    ;           .;          28;          15;          43;           .
CH04;        2022;          23;12.06.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          24;19.06.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          25;26.06.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          26;03.07.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          27;10.07.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          28;17.07.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          29;24.07.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          30;31.07.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          31;07.08.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          32;14.08.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          33;21.08.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          34;28.08.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          35;04.09.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          36;11.09.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          37;18.09.2022;0-64    ;           .;          28;          15;          42;           .
CH04;        2022;          38;25.09.2022;0-64    ;           .;          28;          15;          43;           .
CH04;        2022;          39;02.10.2022;0-64    ;           .;          28;          15;          43;           .
CH04;        2022;          40;09.10.2022;0-64    ;           .;          28;          16;          43;           .
CH04;        2022;          41;16.10.2022;0-64    ;           .;          28;          16;          43;           .
CH04;        2022;          42;23.10.2022;0-64    ;           .;          28;          16;          43;           .
CH04;        2022;          43;30.10.2022;0-64    ;           .;          28;          16;          43;           .
CH04;        2022;          44;06.11.2022;0-64    ;           .;          29;          16;          43;           .
CH04;        2022;          45;13.11.2022;0-64    ;           .;          29;          16;          43;           .
CH04;        2022;          46;20.11.2022;0-64    ;           .;          29;          16;          43;           .
CH04;        2022;          47;27.11.2022;0-64    ;           .;          29;          16;          44;           .
CH04;        2022;          48;04.12.2022;0-64    ;           .;          29;          16;          44;           .
CH04;        2022;          49;11.12.2022;0-64    ;           .;          29;          16;          44;           .
CH04;        2022;          50;18.12.2022;0-64    ;           .;          29;          16;          44;           .
CH04;        2022;          51;25.12.2022;0-64    ;           .;          29;          16;          44;           .
CH04;        2022;          52;01.01.2023;0-64    ;           .;          29;          16;          44;           .
CH05;        2020;           1;05.01.2020;0-64    ;          23;          27;          13;          40;           .
CH05;        2020;           2;12.01.2020;0-64    ;          29;          26;          13;          40;           .
CH05;        2020;           3;19.01.2020;0-64    ;          28;          26;          13;          39;           .
CH05;        2020;           4;26.01.2020;0-64    ;          21;          26;          13;          39;           .
CH05;        2020;           5;02.02.2020;0-64    ;          26;          26;          13;          39;           .
CH05;        2020;           6;09.02.2020;0-64    ;          31;          26;          13;          39;           .
CH05;        2020;           7;16.02.2020;0-64    ;          27;          26;          13;          39;           .
CH05;        2020;           8;23.02.2020;0-64    ;          29;          25;          12;          38;           .
CH05;        2020;           9;01.03.2020;0-64    ;          26;          25;          12;          38;           .
CH05;        2020;          10;08.03.2020;0-64    ;          26;          25;          12;          38;           .
CH05;        2020;          11;15.03.2020;0-64    ;          22;          25;          12;          38;           .
CH05;        2020;          12;22.03.2020;0-64    ;          24;          25;          12;          38;           .
CH05;        2020;          13;29.03.2020;0-64    ;          23;          25;          12;          38;           .
CH05;        2020;          14;05.04.2020;0-64    ;          34;          25;          12;          37;           .
CH05;        2020;          15;12.04.2020;0-64    ;          24;          25;          12;          37;           .
CH05;        2020;          16;19.04.2020;0-64    ;          27;          24;          12;          37;           .
CH05;        2020;          17;26.04.2020;0-64    ;          29;          24;          12;          37;           .
CH05;        2020;          18;03.05.2020;0-64    ;          19;          24;          11;          37;           .
CH05;        2020;          19;10.05.2020;0-64    ;          23;          24;          11;          37;           .
CH05;        2020;          20;17.05.2020;0-64    ;          14;          24;          11;          36;           .
CH05;        2020;          21;24.05.2020;0-64    ;          27;          24;          11;          36;           .
CH05;        2020;          22;31.05.2020;0-64    ;          20;          24;          11;          36;           .
CH05;        2020;          23;07.06.2020;0-64    ;          28;          24;          11;          36;           .
CH05;        2020;          24;14.06.2020;0-64    ;          25;          23;          11;          36;           .
CH05;        2020;          25;21.06.2020;0-64    ;          24;          23;          11;          36;           .
CH05;        2020;          26;28.06.2020;0-64    ;          35;          23;          11;          36;           .
CH05;        2020;          27;05.07.2020;0-64    ;          23;          23;          11;          36;           .
CH05;        2020;          28;12.07.2020;0-64    ;          21;          23;          11;          36;           .
CH05;        2020;          29;19.07.2020;0-64    ;          18;          23;          11;          36;           .
CH05;        2020;          30;26.07.2020;0-64    ;          20;          23;          11;          36;           .
CH05;        2020;          31;02.08.2020;0-64    ;          23;          23;          11;          36;           .
CH05;        2020;          32;09.08.2020;0-64    ;          15;          23;          11;          36;           .
CH05;        2020;          33;16.08.2020;0-64    ;          16;          23;          11;          36;           .
CH05;        2020;          34;23.08.2020;0-64    ;          19;          23;          11;          36;           .
CH05;        2020;          35;30.08.2020;0-64    ;          21;          23;          11;          36;           .
CH05;        2020;          36;06.09.2020;0-64    ;          28;          23;          11;          36;           .
CH05;        2020;          37;13.09.2020;0-64    ;          20;          23;          11;          36;           .
CH05;        2020;          38;20.09.2020;0-64    ;          13;          23;          11;          36;           .
CH05;        2020;          39;27.09.2020;0-64    ;          18;          23;          11;          36;           .
CH05;        2020;          40;04.10.2020;0-64    ;          20;          23;          11;          36;           .
CH05;        2020;          41;11.10.2020;0-64    ;          25;          23;          11;          35;           .
CH05;        2020;          42;18.10.2020;0-64    ;          13;          23;          11;          35;           .
CH05;        2020;          43;25.10.2020;0-64    ;          29;          23;          11;          35;           .
CH05;        2020;          44;01.11.2020;0-64    ;          24;          23;          11;          35;           .
CH05;        2020;          45;08.11.2020;0-64    ;          28;          23;          11;          35;           .
CH05;        2020;          46;15.11.2020;0-64    ;          32;          23;          11;          35;           .
CH05;        2020;          47;22.11.2020;0-64    ;          33;          23;          11;          35;           .
CH05;        2020;          48;29.11.2020;0-64    ;          30;          23;          11;          35;           .
CH05;        2020;          49;06.12.2020;0-64    ;          32;          23;          11;          35;           .
CH05;        2020;          50;13.12.2020;0-64    ;          38;          23;          11;          35;          15
CH05;        2020;          51;20.12.2020;0-64    ;          31;          23;          11;          35;           .
CH05;        2020;          52;27.12.2020;0-64    ;          25;          23;          11;          35;           .
CH05;        2020;          53;03.01.2021;0-64    ;          14;          23;          11;          35;           .
CH05;        2021;           1;10.01.2021;0-64    ;          24;          27;          13;          40;           .
CH05;        2021;           2;17.01.2021;0-64    ;          37;          26;          13;          40;           .
CH05;        2021;           3;24.01.2021;0-64    ;          23;          26;          13;          39;           .
CH05;        2021;           4;31.01.2021;0-64    ;          23;          26;          13;          39;           .
CH05;        2021;           5;07.02.2021;0-64    ;          17;          26;          13;          39;           .
CH05;        2021;           6;14.02.2021;0-64    ;          29;          26;          13;          39;           .
CH05;        2021;           7;21.02.2021;0-64    ;          18;          26;          13;          39;           .
CH05;        2021;           8;28.02.2021;0-64    ;          34;          25;          12;          38;           .
CH05;        2021;           9;07.03.2021;0-64    ;          20;          25;          12;          38;           .
CH05;        2021;          10;14.03.2021;0-64    ;          21;          25;          12;          38;           .
CH05;        2021;          11;21.03.2021;0-64    ;          26;          25;          12;          38;           .
CH05;        2021;          12;28.03.2021;0-64    ;          18;          25;          12;          38;           .
CH05;        2021;          13;04.04.2021;0-64    ;          17;          25;          12;          38;           .
CH05;        2021;          14;11.04.2021;0-64    ;          28;          25;          12;          37;           .
CH05;        2021;          15;18.04.2021;0-64    ;          29;          25;          12;          37;           .
CH05;        2021;          16;25.04.2021;0-64    ;          18;          24;          12;          37;           .
CH05;        2021;          17;02.05.2021;0-64    ;          27;          24;          12;          37;           .
CH05;        2021;          18;09.05.2021;0-64    ;          22;          24;          11;          37;           .
CH05;        2021;          19;16.05.2021;0-64    ;          20;          24;          11;          37;           .
CH05;        2021;          20;23.05.2021;0-64    ;          25;          24;          11;          36;           .
CH05;        2021;          21;30.05.2021;0-64    ;          30;          24;          11;          36;           .
CH05;        2021;          22;06.06.2021;0-64    ;          29;          24;          11;          36;           .
CH05;        2021;          23;13.06.2021;0-64    ;          38;          24;          11;          36;          14
CH05;        2021;          24;20.06.2021;0-64    ;          17;          23;          11;          36;           .
CH05;        2021;          25;27.06.2021;0-64    ;          20;          23;          11;          36;           .
CH05;        2021;          26;04.07.2021;0-64    ;          23;          23;          11;          36;           .
CH05;        2021;          27;11.07.2021;0-64    ;          26;          23;          11;          36;           .
CH05;        2021;          28;18.07.2021;0-64    ;          23;          23;          11;          36;           .
CH05;        2021;          29;25.07.2021;0-64    ;          27;          23;          11;          36;           .
CH05;        2021;          30;01.08.2021;0-64    ;          25;          23;          11;          36;           .
CH05;        2021;          31;08.08.2021;0-64    ;          23;          23;          11;          36;           .
CH05;        2021;          32;15.08.2021;0-64    ;          27;          23;          11;          36;           .
CH05;        2021;          33;22.08.2021;0-64    ;          30;          23;          11;          36;           .
CH05;        2021;          34;29.08.2021;0-64    ;          23;          23;          11;          36;           .
CH05;        2021;          35;05.09.2021;0-64    ;          31;          23;          11;          36;           .
CH05;        2021;          36;12.09.2021;0-64    ;          23;          23;          11;          36;           .
CH05;        2021;          37;19.09.2021;0-64    ;          26;          23;          11;          36;           .
CH05;        2021;          38;26.09.2021;0-64    ;          38;          23;          11;          36;          15
CH05;        2021;          39;03.10.2021;0-64    ;          28;          23;          11;          36;           .
CH05;        2021;          40;10.10.2021;0-64    ;          22;          23;          11;          36;           .
CH05;        2021;          41;17.10.2021;0-64    ;          27;          23;          11;          35;           .
CH05;        2021;          42;24.10.2021;0-64    ;          31;          23;          11;          35;           .
CH05;        2021;          43;31.10.2021;0-64    ;          38;          23;          11;          35;          15
CH05;        2021;          44;07.11.2021;0-64    ;          25;          23;          11;          35;           .
CH05;        2021;          45;14.11.2021;0-64    ;          21;          23;          11;          35;           .
CH05;        2021;          46;21.11.2021;0-64    ;          26;          23;          11;          35;           .
CH05;        2021;          47;28.11.2021;0-64    ;          32;          23;          11;          35;           .
CH05;        2021;          48;05.12.2021;0-64    ;          34;          23;          11;          35;           .
CH05;        2021;          49;12.12.2021;0-64    ;          27;          23;          11;          35;           .
CH05;        2021;          50;19.12.2021;0-64    ;          38;          23;          11;          35;          15
CH05;        2021;          51;26.12.2021;0-64    ;          25;          23;          11;          35;           .
CH05;        2021;          52;02.01.2022;0-64    ;        22.6;          23;          11;          35;           .
CH05;        2022;           1;09.01.2022;0-64    ;        31.3;          27;          15;          41;           .
CH05;        2022;           2;16.01.2022;0-64    ;          31;          27;          15;          41;           .
CH05;        2022;           3;23.01.2022;0-64    ;        12.4;          27;          15;          41;           .
CH05;        2022;           4;30.01.2022;0-64    ;        17.6;          27;          15;          41;           .
CH05;        2022;           5;06.02.2022;0-64    ;           .;          27;          14;          41;           .
CH05;        2022;           6;13.02.2022;0-64    ;           .;          27;          14;          41;           .
CH05;        2022;           7;20.02.2022;0-64    ;           .;          27;          14;          41;           .
CH05;        2022;           8;27.02.2022;0-64    ;           .;          27;          14;          41;           .
CH05;        2022;           9;06.03.2022;0-64    ;           .;          26;          14;          41;           .
CH05;        2022;          10;13.03.2022;0-64    ;           .;          26;          14;          41;           .
CH05;        2022;          11;20.03.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          12;27.03.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          13;03.04.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          14;10.04.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          15;17.04.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          16;24.04.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          17;01.05.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          18;08.05.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          19;15.05.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          20;22.05.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          21;29.05.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          22;05.06.2022;0-64    ;           .;          26;          14;          39;           .
CH05;        2022;          23;12.06.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          24;19.06.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          25;26.06.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          26;03.07.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          27;10.07.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          28;17.07.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          29;24.07.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          30;31.07.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          31;07.08.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          32;14.08.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          33;21.08.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          34;28.08.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          35;04.09.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          36;11.09.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          37;18.09.2022;0-64    ;           .;          25;          13;          39;           .
CH05;        2022;          38;25.09.2022;0-64    ;           .;          26;          14;          39;           .
CH05;        2022;          39;02.10.2022;0-64    ;           .;          26;          14;          39;           .
CH05;        2022;          40;09.10.2022;0-64    ;           .;          26;          14;          39;           .
CH05;        2022;          41;16.10.2022;0-64    ;           .;          26;          14;          39;           .
CH05;        2022;          42;23.10.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          43;30.10.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          44;06.11.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          45;13.11.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          46;20.11.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          47;27.11.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          48;04.12.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          49;11.12.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          50;18.12.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          51;25.12.2022;0-64    ;           .;          26;          14;          40;           .
CH05;        2022;          52;01.01.2023;0-64    ;           .;          26;          14;          40;           .
CH06;        2020;           1;05.01.2020;0-64    ;          22;          16;           6;          27;           .
CH06;        2020;           2;12.01.2020;0-64    ;          13;          16;           6;          27;           .
CH06;        2020;           3;19.01.2020;0-64    ;          18;          16;           6;          26;           .
CH06;        2020;           4;26.01.2020;0-64    ;          20;          16;           6;          26;           .
CH06;        2020;           5;02.02.2020;0-64    ;           9;          16;           6;          26;           .
CH06;        2020;           6;09.02.2020;0-64    ;          16;          16;           5;          26;           .
CH06;        2020;           7;16.02.2020;0-64    ;          21;          16;           5;          26;           .
CH06;        2020;           8;23.02.2020;0-64    ;          17;          15;           5;          26;           .
CH06;        2020;           9;01.03.2020;0-64    ;          11;          15;           5;          25;           .
CH06;        2020;          10;08.03.2020;0-64    ;          15;          15;           5;          25;           .
CH06;        2020;          11;15.03.2020;0-64    ;          14;          15;           5;          25;           .
CH06;        2020;          12;22.03.2020;0-64    ;          16;          15;           5;          25;           .
CH06;        2020;          13;29.03.2020;0-64    ;          20;          15;           5;          25;           .
